SKU,Product name,Description & Features,Selling Price,Brand,Category
THT311425,Staple gun,"Iron staple gun _x000D_
Adjustable driving force_x000D_
Wire:0.7mm_x000D_
Crown:11.3mm_x000D_
Length：4-14mm
Matched with:_x000D_
Staples THT398/THT39101/THT39121_x000D_
Packed by double blister",1700,TOTAL,Power Tools
THT31143,3 in 1 Staple gun,"3 in 1 staple gun
Adjustable driving force
Staples:Wire:1.2mm,Crown:11.3mm,Length：4-14mm
U-Shape Staples ：Wire:1.2mm,Crown:6.3mm,Length：10-12mm
Brad Nails:Wire:1.2mm,Length：4-14mmWith 
200pcs Staples/200pcs U-Shape Staples/200pcs Brad Nails
Matched with Staples:THT3982/THT39102/THT39122
U-Shape Staples ：THT39124
Brad Nails:THT39103
Packed by double blister",2000,TOTAL,Power Tools
THT39101,Staples,"1000pcs staples(for THT31141)
size:10mm
width:0.7mm
Packed by color box",230,TOTAL,Power Tools
THT3982,Staples,"1000pcs staples(for THT31142/THT31143)size:8mmwidth:1.2mm
Packed by color box",230,TOTAL,Power Tools
THT39102,Staples,"1000pcs staples(for THT31142/THT31143)
size:10mm
width:1.2mm
Packed by color box",280,TOTAL,Power Tools
THT39122,Staples,"1000pcs staples(for THT31142/THT31143)
size:12mm
width:1.2mm
Packed by color box",300,TOTAL,Power Tools
THT39103,Brad nail,"1000pcs/color box_x000D_
Length:10mm_x000D_
head:2.0mm_x000D_
Width:1.2mm_x000D_
Suitable for THT31143
Packed by color box",230,TOTAL,Power Tools
THT9391,Planer,"Length:235mm
Steel Q195
Planing width&depth:44x2mm
Packed by hanger card",1610,TOTAL,Power Tools
TMHHF1505,Mini Hacksaw Frame,"Mini Hacksaw
Size：150mm（6""）
Comfortable ABS handle
With 1 pcs blade
Packed by paper card",560,TOTAL,Power Tools
THMHF1503,Mini hacksaw frame,"Mini Hacksaw
Size：150mm（6""）
Comfortable handle
Aluminum body
With 1 pcs blade
Packed in paper card",990,TOTAL,Power Tools
TMHSB1501,Mini hacksaw blade,"Size：150mm（6”）
Number of teeth：24T
10Pcs/Set
Material：65Mn
Suitable for item THMHF1501 THMHF1503
Packed by Plastic bag",630,TOTAL,Fasteners & Consumables
THT541036,Hacksaw Frame,"Size:300mm/12""
Unique design Hacksaw frame
Including 1pcs 65Mn saw blade
Packed by paper card",720,TOTAL,Power Tools
THT54166,Hacksaw frame,"Size:300mm/12""
handle hack saw frame, adjustable
With Soft grip 
Including 1pcs 65Mn saw blade
Packed by paper card",850,TOTAL,Power Tools
THT541026,Hacksaw frame,"Unique design New design
Size:300mm/12""
handle hack saw frame, adjustable.
Soft grip
Included 1pcs saw blade
Packed by paper card",1700,TOTAL,Power Tools
THWBSW626,Wall board saw,"Size:6""/150mm
Material：65Mn
8TPI
Triple teeth(Precision ground teeth 3 edges)
Fast cut 
Packed by Color sleeve",850,TOTAL,Power Tools
THWBSW66,Wall board saw,"Size:6""/150mm
Material：Taiwan SK5
8TPI,heat treatment teeth
Triple teeth(Precision ground teeth 3 edges)
Fast cut and long life
Packed by Color sleeve",1290,TOTAL,Power Tools
THT55400,Hand saw,"Length:400mm/16""
Thickness:0.9mm, 7TPI
With teeth protector
Heat treatment
Packed by paper card",1000,TOTAL,Hand Tools
THT55450,Hand saw,"Length:450mm/18""
Thickness:0.9mm, 7TPI
With teeth protector
Heat treatment
Packed by paper card",1100,TOTAL,Hand Tools
THT55206,Hand saw,"Length:500mm/20""_x000D_
Thickness:0.9mm, 7TPI
With teeth protector_x000D_
Heat treatment_x000D_
Packed by paper card",1100,TOTAL,Hand Tools
THT55208,Hand saw,"Size: 20""(500mm)
Number of teeth: 9TPI
Material: SK5
With extra sharp teeth
With black coating, which can prevent rust, reduce friction and offer exceptional durability and long-lasting performance.
With teeth protector
Heat treatment
Packed by color sleeve",3100,TOTAL,Hand Tools
THT55226,Hand saw,"Length:550mm/22""_x000D_
Thickness:0.9mm, 7TPI
With teeth protector_x000D_
Heat treatment_x000D_
Packed by paper card",1160,TOTAL,Hand Tools
THTK591282,Mitre box and back saw set,"Plastic mitre box with back saw set
Include: 
1 Pcs plastic mitre box
Size: 300×140×80mm
1 Pcs back saw
Size:300mm/12"",11TPI
Material: SK5
Unique design soft handle
Packed by paper card",2050,TOTAL,Power Tools
THCS30026,Compass saw,"Size:12""/300mm
Material：65Mn
7TPI
Precision ground teeth 2 edges
Packed by Color sleeve",850,TOTAL,Power Tools
THFSW18026,Folding saw,"Size:7""/180mm
Material：65Mn
7TPI
Triple teeth(Precision ground teeth 3 edges)
Fast cut 
Packed by Sliding card",1080,TOTAL,Power Tools
THFSW1808,Folding saw,"Size: 7""/180mm
Material: SK5
7TPI,heat treatment teeth
Triple teeth(Precision ground teeth 3 edges)
With hand protection function
Fast cut and long life
Packed by sliding card",1080,TOTAL,Power Tools
THPS3308,Pruning saw,"Size:13""/330mm
Material:Taiwan SK5
7TPI,heat treatment teeth
Triple teeth(Precision ground teeth 3 edges)
With Extension bar function
With 1pcs PP shell for protection
Fast cut and long life
Packed by label",2300,TOTAL,Power Tools
THT59241,Bow saw,"Handle hack saw frame
Size:610mm/24""
Including 1pcs saw blade
Packed by paper card",1800,TOTAL,Power Tools
THT51882,Cable Stripping Knife,"Size:200mm
Curved blade
Material: Stainless steel
With plastic protective cover
Unique design handle
Sand blast surface
Packed by sliding card",730,TOTAL,Power Tools
THT5110906,Snap-off blade knife,"Blade:9mm(L)x80mm(W)
Stainless steel body
With 1 pcs blade,Auto-Lock
Length:130mm
With flat push button
Packed by bulk",130,TOTAL,Power Tools
THT5110925,Snap-off blade knife,"Blade Size:9mmx80mm
With 1 pcs blade (THT5190901)
Auto-Lock
Length:140mm
With flat push button
Packed by Sliding card",200,TOTAL,Power Tools
THT511826,Snap-off blade knife,"Blade Size:18mmx100mm
With 1 pcs SK5 blade（ THT519181）
Length:173mm
With round push button
Packed by sliding card",280,TOTAL,Power Tools
THT511815,Snap-off blade knife,"Blade Size:18mmx100mm
With 1 pcs SK4 blade (THT519112)
Length:179mm
With flat push button
Packed by sliding card",330,TOTAL,Power Tools
THT522136,Snap-off blade knife,"Blade Size:18mmx100mm
With 3 pcs SK4  blades(THT519112)
With flat push button
Length:167mm
Packed by sliding card",390,TOTAL,Power Tools
TG5121806,Snap-off blade knife,"Blade Size:18mmx100mm
Length:185mm
With 6 pcs SK5 blades（THT519181）
With blade locking bolt
With flat push button
Aluminum body
Net weight:190g
Packed by double blister",1120,TOTAL,Power Tools
THT5190901,10Pcs Blades Set,"10Pcs/Set
Size: 9X80MM
Packed by plastic box",130,TOTAL,Power Tools
THT519112,10 Pcs 18mm knife blades set,"10Pcs/Set
Size: 18X100mm
Suitable for  item THT511816/THT511826/THT511836/TG5121806/THT51001
Packed by plastic box",150,TOTAL,Power Tools
THTCB181,10 Pcs 18mm knife blades set,"10Pcs/Set
Size: 18X100mm
SK4 steel blades
Surface treatment: high tempered black
Suitable for  item  THT511816/THT511826/THT511836/TG5121806
Packed by double blister",290,TOTAL,Power Tools
THMFK0156,Multi-function Knife,"Multi-function Knife
Strong Aluminium Handle
Product size：9.5cm
With 15 Function
1.Large knife 2.Can opener 3.Phillips screwdriver 4.Leather punch 5.Bottle Opener 6.Scissors 7.Needle 8.Slotted Screwdriver 9.Fish scaler 10.Hook remover 11.Saw 12.corkscrew 13.Nail cleaner 14.Nail file 15.Key ring
Strong Aluminium Handle
Packed by display color box",1700,TOTAL,Power Tools
TFMFT01151,Foldable multi-function tool,"Stainless steel handle with soft rubber grip
Stainless steel components
Foldable，easy to carry
Includes 1pcs nylon belt pouch
Overall size：155mm
closed size：100mm
With 15 Function
1.Flat nose Pliers  2.Regular pliers
3.Wire Cutters  4.Sharp knife
5.3# Screwdriver  6.Bottle opener
7.5# Screwdriver  8.7# Screwdriver
9.Serrated knife  10.Wood Saw
11.Multi-purpose Hook  12.Hook remover
13.Phillips Screwdriver 14.Can Opener
15.Metal/Wood File 
Packed by double blister",3500,TOTAL,Power Tools
THT561301,Glass cutter,"Wooden handle_x000D_
Glass cutter with 6pcs wheels blade_x000D_
Cutting length：3000x6=18000m
length:130mm_x000D_
Packed by sliding card",600,TOTAL,Power Tools
THT561781,Glass cutter,"Iron body
Auto oil feed cutter
With 1pcs oil suction pipe
Total cutting length:5000m
length:178mm
Packed by sliding card",720,TOTAL,Power Tools
TSP01251,Sucker,"Handle material: ABS
Max. pull: 25KG
Cup diameter: 115mm
Packed by color sleeve",890,TOTAL,Power Tools
TSP02501,Sucker,"Handle material: ABS
Max. pull: 50KG
Cup diameter: 115mm
Packed by color sleeve",1700,TOTAL,Power Tools
THT92102,Wire brusher,"Length: 250mm, 10""
Length with wire: 130mm
Wire dia: 0.3mm
Wire length: 30mm
Apply on: planing, descaling/paint stripping, etching, brushing/dust removal, light cleaning work
Suitable for: Steel, Cast steel, Soft wood, Hard wood
Packed by double blister",390,TOTAL,Power Tools
TAC33021,Wire cup brush,"Dia: 50mm, 2""
Shank dia: 1/4""
Wire dia: 0.3mm
Wire length: 17mm
RPM: 4500r/min
Apply on: planing, deburring, edge honing, descaling/paint stripping, weld seams
Suitable for: Steel, Cast steel, Soft wood, Hard wood
Packed by double blister",260,TOTAL,Power Tools
TAC33031,Wire cup brush,"Dia: 75mm, 3""
Shank dia: 1/4""
Wire dia: 0.3mm
Wire length: 20mm
RPM: 4500r/min
Apply on: planing, deburring, edge honing, descaling/paint stripping, weld seams
Suitable for: Steel, Cast steel, Soft wood, Hard wood
Packed by double blister",320,TOTAL,Power Tools
TAC34021,Circular grinding wire brush,"Dia: 50mm, 2""
Shank dia: 1/4""
Wire dia: 0.3mm
Wire length: 10mm
RPM: 4500r/min
Apply on: planing, deburring, edge honing, descaling/paint stripping, weld seams
Suitable for: Steel, Cast steel, Soft wood, Hard wood
Packed by double blister",220,TOTAL,Power Tools
TAC37011,Pencil brush,"Dia: 25mm, 1""
Shank dia: 1/4""
Wire dia: 0.3mm
Wire length: 25mm
RPM: 4500r/min
Apply on: planing, deburring, edge honing, descaling/paint stripping, weld seams",260,TOTAL,Power Tools
THT91186,Flat steel file,"Flat steel file
Length:200mm
T12 Steel
Packed by poly bag",770,TOTAL,Power Tools
THT91286,Half round steel file,"Half round steel file
Length:200mm
T12 Steel
Packed by poly bag",1000,TOTAL,Power Tools
THT91586,Flat wood file,"Flat wood file_x000D_
Length:200mm_x000D_

Packed by poly bag",580,TOTAL,Power Tools
THT91386,Round steel file,"Round steel file
Length:200mm
T12 Steel
Packed by poly bag",650,TOTAL,Power Tools
THT91486,Triangle steel file,"Triangle steel file
Length:200mm
T12 Steel
Packed by poly bag",730,TOTAL,Power Tools
THT91686,Half round wood file,"Half round wood file_x000D_
Length:200mm_x000D_

Packed by poly bag",620,TOTAL,Power Tools
THT91786,Round wood file,"Round wood file_x000D_
Length:200mm_x000D_

Packed by poly bag",620,TOTAL,Power Tools
THT918326,3 Pcs wood file set,"Work for wood
Size:200mm
Flat wood file 1pcs
Half round wood file 1pcs
Round wood file 1pcs
Packed by double blister",2200,TOTAL,Power Tools
THT91462,6pcs file set,"6pcs File set
Length：140mm
Diameter：3mm
Flat,Round,Half round,Square,Triangle,Knife
With two color handle
Packed by double blister",780,TOTAL,Power Tools
THT918516,5 Pcs steel file set,"Length:200mm, T12 Steel
Flat steel file 1pcs
Half round steel file 1pcs
Round steel file 1pcs
Triangle steel file 1pcs
Square steel file 1pcs
Packed by double blister",3800,TOTAL,Power Tools
THT661301,Chalk line reel,"Chalk line reel
Length: 30m
With 1 bottle chalk
With 1 pcs spirit bubble
Packed by double blister",890,TOTAL,Power Tools
THT102286,8Pcs combination spanner set,"8pcs combination spanner set
Size:6-19mm
6mm,8mm,10mm,12mm,14mm,15mm,17mm,19mm
Fine polished 
Packed by plastic hanger",2800,TOTAL,Hand Tools
THT102286-I,8Pcs combination spanner set,"8pcs combination spanner set
Size:6-19mm
6mm,8mm,10mm,13mm,14mm,15mm,17mm,19mm
Fine polished 
Packed by plastic hanger",2800,TOTAL,Hand Tools
THT102386,8Pcs double open end spanner set,"8pcs double open end spanner set
Size:6-22mm
6x7mm,8x9mm,10x11mm,12x13mm,
14x15mm,16x17mm,18x19mm,20x22mm
Fine polished 
Packed by plastic hanger",2800,TOTAL,Hand Tools
THT102486,8Pcs offset ring spanner set,"8pcs offset ring spanner set
Size:6-22mm
6x7mm,8x9mm,10x11mm
12x13mm,14x15mm,16x17mm,18x19mm，20x22mm
Fine polished 
Packed by plastic hanger",3600,TOTAL,Hand Tools
THT102RK086,8Pcs ratchet spanner set,"8pcs Ratchet Spanner Set
High quality Cr-Mo Ratchet
Size:8-19mm
8mm,10mm,12mm,13mm,14mm,15mm,17mm,19mm
Fine polished ,CR-V
Packed by plastic Hanger",6400,TOTAL,Hand Tools
THT102RK586,8 Pcs flexible ratchet spanner set,"8pcs Flexible Ratchet Spanner Set
High quality Cr-Mo Ratchet
Size:8-19mm
8mm,10mm,12mm,13mm,14mm,15mm,17mm,19mm
Fine polished ,CR-V
Packed by plastic hanger",8800,TOTAL,Hand Tools
THT1022121,12Pcs combination spanner set,"12pcs combination spanner set
Size:6-24mm
6mm,8mm,10mm,11mm，12mm,13mm,14mm,15mm,17mm,19mm,22mm,24mm
Fine polished 
Packed by canvas bag",5300,TOTAL,Hand Tools
THT1022122,12 Pcs combination spanner set,"12pcs combination spanner set
Size:6-32mm
6mm,8mm,10mm,12mm,14mm,17mm,19mm,22mm,24mm,27mm,30mm,32mm
Fine polished 
Packed by canvas bag",9200,TOTAL,Hand Tools
THT1023121,12 Pcs double open end spanner set,"12pcs double open end spanner set
Size:6-32mm
6x7mm,8x9mm,10x11mm,12x13mm,
14x15mm,16x17mm,18x19mm,20x22mm,21X23mm,24X27mm,25X28mm,30X32mm
Fine polished 
Packed by canvas bag",7200,TOTAL,Hand Tools
THT1024121,12 Pcs offset ring spanner set,"12pcs offset ring spanner set
Size:6-32mm
6x7mm,8x9mm,10x11mm,12x13mm,
14x15mm,16x17mm,18x19mm,20x22mm,21X23mm,24X27mm,25X28mm,30X32mm
Fine polished 
Packed by canvas bag",8200,TOTAL,Hand Tools
THT101063,Adjustable wrench,"Length:150mm(6"")
Adjustable clamp size:0-19.2mm
Packed by paper card",760,TOTAL,Hand Tools
THT101083,Adjustable wrench,"Length:200mm(8"")
Adjustable clamp size:0-24mm
Packed by paper card",910,TOTAL,Hand Tools
THT1010103,Adjustable wrench,"Length:250mm(10"")
Adjustable clamp size:0-30mm
Packed by paper card",1500,TOTAL,Hand Tools
THT1010123,Adjustable wrench,"Length:300mm(12"")
Adjustable clamp size:0-35mm
Packed by paper card",2200,TOTAL,Hand Tools
THT1010153,Adjustable wrench,"Length:375mm(15"")
Adjustable clamp size:0-46mm
Material：45# Carbon steel
Packed by paper card",3600,TOTAL,Hand Tools
THT1010183,Adjustable wrench,"Length:450mm(18"")
Adjustable clamp size:0-55mm
Material：45# Carbon steel
Packed by paper card",6100,TOTAL,Hand Tools
THT101066,Adjustable wrench,"Unique design Handle
Length:150mm(6""),CrV
Adjustable clamp size:0-24mm
Two color rubber handle
Packed by plastic hanger",1050,TOTAL,Hand Tools
THT101086,Adjustable wrench,"Unique design Handle
Length:200mm(8""),CrV
Adjustable clamp size:0-30mm
Two color rubber handle
Packed by plastic hanger",1420,TOTAL,Hand Tools
THT101106,Adjustable wrench,"Unique design Handle
Length:250mm(10""),CrV
Adjustable clamp size:0-35mm
Two color rubber handle
Packed by plastic hanger",2100,TOTAL,Hand Tools
THT101126,Adjustable wrench,"Unique design Handle
Length:300mm(12""),CrV
Adjustable clamp size:0-41mm
Two color rubber handle
Packed by plastic hanger",2800,TOTAL,Hand Tools
THT104032,Ring slogging wrench,"Size:32mm
Length:190mm
Material:CrMo
Whole body Heat treatment
Packed by carton box",2350,TOTAL,Power Tools
THT104036,Ring slogging wrench,"Size:36mm
Length:205mm
Material:CrMo
Whole body Heat treatment
Packed by carton box",3000,TOTAL,Power Tools
THT104046,Ring slogging wrench,"Size:46mm
Length:240mm
Material:CrMo
Whole body Heat treatment
Packed by carton box",4700,TOTAL,Power Tools
THT104050,Ring slogging wrench,"Size:50mm
Length:255mm
Material:CrMo
Whole body Heat treatment
Packed by carton box",5200,TOTAL,Power Tools
TLASWT0601,L-angled socket wrench set,"L-Angled socket wrench set
6pcs/set
Size：7mm 8mm 10mm 12mm 13mm 14mm
Material:CR-V
One-piece structure,Drop-forged 
Same as FACOM quality level
Packed by plastic hanger",4400,TOTAL,Power Tools
TLASWT0901,L-angled socket wrench set,"L-Angled socket wrench set
9pcs/set
Size：7mm 8mm 10mm 11mm 12mm 13mm 14mm 17mm 19mm
Material:CR-V
One-piece structure,Drop-forged 
Same as FACOM quality level
Packed by plastic hanger",7800,TOTAL,Power Tools
THWL1006,L-angled socket wrench,"Size: 10mm
Material: Cr-V
Whole body drop foged non welding
Same as FACOM quality level
Packed by plastic hanger",830,TOTAL,Power Tools
THWL1206,L-angled socket wrench,"Size: 12mm
Material: Cr-V
Whole body drop foged non welding
Same as FACOM quality level
Packed by plastic hanger",950,TOTAL,Power Tools
THWL1306,L-angled socket wrench,"Size: 13mm
Material: Cr-V
Whole body drop foged non welding
Same as FACOM quality level
Packed by plastic hanger",1000,TOTAL,Power Tools
THWL1406,L-angled socket wrench,"Size: 14mm
Material: Cr-V
Whole body drop foged non welding
Same as FACOM quality level
Packed by plastic hanger",1120,TOTAL,Power Tools
THWL1706,L-angled socket wrench,"Size: 17mm
Material: Cr-V
Whole body drop foged non welding
Same as FACOM quality level
Packed by plastic hanger",1530,TOTAL,Power Tools
THT106191,Hex key,"9pcs hex key set
Material：Cr-V
Size：1.5-10mm
Long arm

Heat treatment and chrome plate
Packed by double blister",1100,TOTAL,Hand Tools
THT106192,Hex key,"9pcs hex key set
Material：Cr-V
Size：1.5-10mm
Extra-long arm
Heat treatment and chrome plate
Packed by double blister",1400,TOTAL,Hand Tools
THT1061826,Hex key,"8pcs hex key( Pocket)
Size：2-8mm
Material：Cr-V
Heat treatment and chrome plate
Packed by plastic hanger",860,TOTAL,Hand Tools
THT106392,Torx key,"9pcs torx key set
Material：Cr-V
Size：T10-T50
Long arm
Heat treatment and chrome plate
Packed by double blister",1200,TOTAL,Power Tools
THT106291,Ball point hex key,"9pcs ball point hex key set
Material:S2
Size:1.5mm,2mm, 2.5mm, 3mm, 4mm,  5mm, 6mm, 8mm, 10mm.
Long arm
Heat treatment and chrome plate
Packed by double blister",1350,TOTAL,Hand Tools
THT106292,Ball point hex key,"9pcs ball point hex key set
Material:S2
Size:1.5mm,2mm, 2.5mm, 3mm, 4mm,  5mm, 6mm, 8mm, 10mm.
Extra-long arm
Heat treatment and chrome plate
Packed by double blister",1600,TOTAL,Hand Tools
THT106KT0181,18 Pcs Hex Key And Torx Key Set,"18 Pcs Hex Key And Torx Key Set
Include：
9 Pcs Hex Key
Size：1.5-10mm
9 Pcs Torx Key
Size：T10-T50
Extra-long arm
Material：Cr-V
Heat treatment and chrome plate
Packed by double blister",2400,TOTAL,Hand Tools
THT106KT0271,27 Pcs Hex key and torx key set,"27 Pcs Hex key and torx key set
Material: S2
Extra-long arm
Include:
9 Pcs Hex key
Size: 1.5,2.0, 2.5, 3.0, 4.0, 5.0, 6.0, 8.0,10mm
9 Pcs ball point hex key set
Size: 1.5, 2.0, 2.5, 3.0, 4.0,  5.0, 6.0, 8.0, 10mm.
9 Pcs Torx key
Size: T-10, T-15, T-20, T-25, T-27, T-30, T-40, T-45, T-50.
Heat treatment and chrome plate
Packed by double blister",3200,TOTAL,Hand Tools
THHW80816,8 Pcs T-handle hex wrench set,"8 Pcs T-handle hex wrench set
Size:2X100,2.5X100,3X100,4X150,5X150,6X150,8X200,10X200
Material:S2,Heat treatment and chrome plate
Brand exclusive shelf
Packed by double blister",2520,TOTAL,Power Tools
TAC273651,Socket adaptor,"3pcs/set_x000D_
1/4"", 3/8"", 1/2""_x000D_
Shank:1/4"" Hex
Material:50BV30_x000D_
Length I:65mm(1/4"", 3/8"")_x000D_
Length II:73mm(1/2"")_x000D_
Packed by slide card",540,TOTAL,Power Tools
THTSW0806,T-Handle socket wrench,"Size：8MM
Socket Material:CR-V
Length：200*310mm
surface:chrome-plated
Packed by Paper card",630,TOTAL,Power Tools
THTSW1006,T-Handle socket wrench,"Size：10MM
Socket Material:CR-V
Length：200*310mm
surface:chrome-plated
Packed by Paper card",630,TOTAL,Power Tools
THTSW1206,T-Handle socket wrench,"Size：12MM
Socket Material:CR-V
Length：200*310mm
surface:chrome-plated
Packed by Paper card",630,TOTAL,Power Tools
THTSW1706,T-Handle socket wrench,"Size：17MM
Socket Material:CR-V
Length：200*310mm
surface:chrome-plated
Packed by Paper card",680,TOTAL,Power Tools
THYSW101214,Y-Type Socket Wrench,"Size：10-12-14MM
Each bar length:145mm
Socket Material:CR-V
surface:chrome-plated
Packed by Paper card",860,TOTAL,Power Tools
THT106146,"1/4""-ratchet wrench","Size:1/4""  45T
Length:158mm
Material : CR-V+Cr-Mo
Packed by plastic hanger",1300,TOTAL,Hand Tools
THT106126,"1/2""-ratchet wrench","Size:1/2""  45T
Length:260mm
Material : CR-V+Cr-Mo
Packed by plastic hanger",2700,TOTAL,Hand Tools
THPTW200N2,Torque Wrench,"Size：1/2""
Length:500mm
Torque Range：40-200N.m
Tolerance of torque ±4%
Material : CRV+CrMo
Easy torque-adjusting design
Packed by BMC",32800,TOTAL,Power Tools
THHUJ1121,1/2 Universal Joint,"1/2"" Universal Joint
Material:50BV30,Heat treatment,chromed plated
Packed by plastic hanger",1000,TOTAL,Power Tools
THTSTB12106,"1/2"" DR.Sliding T-bar","1/2” DR. Sliding T-bar
Size:  1/2""
Length:  10”（250mm）
Material:  50BV30
Treatment
Chromed plated
Packed by plastic hanger",1000,TOTAL,Power Tools
THEB12051,1/2 Extension bar,"1/2""Extension bar,5""(127mm)
Material:40Cr,Heat treatment,chromed plated
Packed by plastic hanger",620,TOTAL,Power Tools
THEB12101,1/2 Extension bar,"1/2""Extension bar,10""(254mm)
Material:40Cr,Heat treatment,chromed plated
Packed by plastic hanger",900,TOTAL,Power Tools
THTFX12151,1/2” Flexible Handle,"1/2” Flexible Handle
Size:1/2""
Length:15”（375mm）
Material:50BV30,Heat treatment,chromed plated
Packed by plastic hanger",2200,TOTAL,Power Tools
THLHD12121,"1/2"" DR.L-Handle","1/2” DR. L-Handle
Size: 1/2""
Length:  12”（300mm）
Material : 50BV30
Heat treatment
Chromed plated
Packed by plastic hanger",1100,TOTAL,Power Tools
THT576004B,Tile cutter blade,"Tile cutter blade
Material：Tungsten carbide
Suitable for THT576004
Packed by blister card",590,TOTAL,Power Tools
THT578001,Tile cutter,"Tile cutter
Max cutting length:800mm
Max cutting thickness:14mm
Blade size:22x6x2mm
Solid sedan lods
Net weight: 11kg
Steel base size : 1000X200mm
Aluminium sliders
Multi-function:direct line cutting, diagonal line cutting
Diameter of sliding bar:20mm
Packed by color box",15900,TOTAL,Power Tools
THT578004,Tile cutter,"800mm Tile cutter
With 1 pcs bag,Easily to carry
Max cutting length:800mm
Max cutting thickness：14mm
Steel base size:993x165mm，With 2pcs steel support frame
Thickness of the base: 2.5mm
With 1 pcs Tungsten carbide ball bearing blade 
Blade size：22x10.5x2mm
Multi-function:direct line cutting, diagonal line cutting
With Aluminium Gauge
Packed by carton box",23700,TOTAL,Power Tools
THT576003,Tile cutter,"Tile cutter
Max cutting length:600mm
Max cutting thickness:16mm
Aluminum die cast handle
Solid sedan lods
Net weight: 10kg
Steel base size : 820X200mm
Blade size:22x6x2mm  
Tungsten carbide ball bearing blade 
With 1 pcs bag
Extra-long aluminium sliders
Multi-function:direct line cutting, diagonal line cutting
Diameter of sliding bar:20mm
Packed by color box",22900,TOTAL,Power Tools
THT578002,Tile cutter,"Tile cutter
Max cutting length:800mm
Max cutting thickness:16mm
Aluminum die cast handle
Blade size:22x6x2mm  
Tungsten carbide ball bearing blade 
Solid sedan lods
Net weight: 12kg
Steel base size : 1015X200mm
With 1 pcs bag
Extra-long aluminium sliders
Multi-function:direct line cutting, diagonal line cutting
Diameter of sliding bar:20mm
Packed by color box",26200,TOTAL,Power Tools
THT571001,Tile cutter,"Tile cutter
Max cutting length:1000mm
Max cutting thickness:16mm
Aluminum die cast handle
Blade size:22x6x2mm  
Solid sedan lods
Net weight: 13.2kg
Steel base size : 1220X200mm
Tungsten carbide ball bearing blade 
With 1 pcs bag
Extra-long aluminium sliders
Multi-function:direct line cutting, diagonal line cutting
Diameter of sliding bar:20mm
Packed by color box",30400,TOTAL,Power Tools
THT571201,Tile cutter,"Tile cutter
Max cutting length:1200mm
Max cutting thickness:16mm
Aluminum die cast handle
Blade size:22x6x2mm  
Tungsten carbide ball bearing blade 
Solid sedan lods
Net weight: 15kg
Steel base size : 1420X200mm
With 1 pcs bag
Extra-long aluminium sliders
Multi-function:direct line cutting, diagonal line cutting
Diameter of sliding bar:20mm
Packed by color box",33600,TOTAL,Power Tools
TS6082001,Tile cutter,"Voltage: 220-240V~50Hz_x000D_
Input power:800W_x000D_
No-load speed:2950rpm_x000D_
Blade size:200x25.4mm_x000D_
Max.cutting width: 620mm
Table size:890x394mm_x000D_
Max.cutting depth:_x000D_
36mm(90°)  _x000D_
29mm(45°)_x000D_
Saw body tilting range: 0-45°_x000D_
Powerful induction motor for long lasting and smooth performance_x000D_
Worktable bevel range 0-45°_x000D_
V-groove cutting guide_x000D_
Packed by carton box",68900,TOTAL,Power Tools
TS6112501,Tile cutter,"Voltage:220-240V~50Hz
Input power:1100W
No-load speed:2950rpm
Blade size:250mmx25.4mm
Table size:1060mmx510mm
Max.cutting width:920mm
Max.cutting depth:
45 degree:48mm
90 degree:60mm
Saw body tilting range:0°-45°
Worktable bevel range:0°-45°
Packed by carton box",184300,TOTAL,Power Tools
THJS0301,Jack stand,"2pcs/pair_x000D_
3Ton
Min. height: 270mm_x000D_
Max. height:410mm_x000D_
Net weight：6.1kg_x000D_
Large saddle,more stable_x000D_
Packed by color box",9600,TOTAL,Power Tools
THT109022,Hydraulic bottle jack,"2Ton_x000D_
With safety valve
Min. height: 180mm_x000D_
Max. height: 333mm_x000D_
Travel:153mm_x000D_
Net weight：2.5kg_x000D_
Packed by color box",4800,TOTAL,Power Tools
THT109042,Hydraulic bottle jack,"4Ton
With safety valve
Min. height: 190mm
Max. height: 370mm
Travel:180mm
Net weight：3.2kg
Packed by color box",5800,TOTAL,Power Tools
THT109062,Hydraulic bottle jack,"6Ton
With safety valve
Min. height: 210mm
Max. height: 410mm
Travel:200mm
Net weight：4.1kg
Packed by color box",7300,TOTAL,Power Tools
THT109122,Hydraulic bottle jack,"12Ton
With safety valve
Min. height: 235mm
Max. height: 470mm
Travel:235mm
Net weight：6.7kg
Packed by color box",11200,TOTAL,Power Tools
THT109202,Hydraulic bottle jack,"20Ton
With safety valve
Min. height: 240mm
Max. height: 460mm
Travel:220mm
Net weight：8.7kg
Packed by color box",15600,TOTAL,Power Tools
THT109302,Hydraulic bottle jack,"30Ton
With safety valve
Min. height: 260mm
Max. height: 430mm
Travel:170mm
Net weight：15.9kg
Packed by color box",30800,TOTAL,Power Tools
THT109502,Hydraulic bottle jack,"50Ton
With safety valve
Min. height: 280mm
Max. height:470mm
Travel:190mm
Net weight：22.6kg
Packed by color box",40400,TOTAL,Power Tools
THT10821,Hydraulic floor jack,"2Ton
Min. height: 140mm
Max. height: 340mm
Travel:200mm
Net weight：8.5kg
Packed by color box",11800,TOTAL,Power Tools
THT10832,Hydraulic floor jack,"3Ton
Min. height: 135mm
Max. height: 410mm
Travel:275mm
Net weight：16kg
Packed by color box",23600,TOTAL,Power Tools
